,6HLL_lig-to-AF_6E59,6HLO_lig-to-AF_6E59,6E59_lig-to-AF_6E59,6HLP_lig-to-AF_6E59,6J21_lig-to-AF_6E59,6J20_lig-to-AF_6E59
0,2.7827984026134716,3.4660340138251207,6.637135655189051,4.505519237251058,3.5088006804270186,3.456672459111364
1,4.190156172618498,7.17362428347337,7.434034309666345,7.200835048383619,7.086798876333293,7.045866088061692
2,3.9862354187025995,10.565943082109658,7.24773623633717,4.5068070135615175,10.52121680955091,10.529334122412957
3,2.2560838647362944,6.516808377895626,7.322143493813303,2.1214674668899964,6.355485254063932,6.418107447621259
4,5.325824440583594,6.767733875340298,7.440524075599629,5.326899194372832,6.6216354135125135,6.6796097836906085
5,2.49220199293893,6.257781558285681,9.380581438209262,8.469146319884805,6.2122705153382025,6.200828111251956
6,3.1539281717132965,7.23114119103242,7.649724179905306,5.334747454048525,7.0848155190477025,7.138500384173361
7,5.337638528657709,7.328256728486945,7.383962579296749,5.215978147646007,7.227305132301428,7.193224738164929
8,2.9974551848548585,7.026512096527271,7.465575133270617,7.061639104814924,6.849094077126102,6.909209795899826
9,4.4290144714545026,6.984309309236903,10.051154839767577,6.447886521676222,6.8308407892369125,6.872070555729951
10,4.096030375379258,7.646354630792001,4.124378946253187,5.449682685009852,7.529909764148178,7.489055901129133
11,2.6194474866547632,7.081427959071517,7.710973102660771,9.963353993646942,6.9464635913773956,7.013188430992423
12,2.5393888436255594,6.670606258746751,7.362157129200254,9.592427862463758,6.512541551470087,6.583224035650496
13,4.475461474911599,6.476841005276039,7.665890201642088,8.974746179398016,6.439062275164485,6.42147578632516
14,4.249206661321456,7.4585097949015005,7.811233990200455,4.482743488440843,7.392760073751349,7.340174603555793
15,2.6741655136704714,7.55110187283684,7.863180169320211,8.79115807015155,7.482211091760126,7.4352474256034435
16,5.01565002964724,7.635873111894917,7.293441403536804,7.051861601523104,7.565575646617228,7.517349511967054
17,2.505739718785879,6.754839975384229,10.2764598847471,7.679907874212404,6.595940874890622,6.6548080592302785
18,4.298896594272356,9.87989922299373,3.991567240218105,8.902630798603958,9.84142697612653,9.823546540965042
19,4.191022413002026,6.395789659450767,7.349823342208247,7.229400963919743,6.257969628263057,6.318497664161683
20,2.6586308194212656,10.890217812407931,7.324048323599274,9.079006214491942,10.791371746943227,10.80825696726815
21,4.381910673817887,7.710235195757147,9.910504547974824,9.186913532272623,7.638013546039364,7.602417646248381
22,2.2942639681399606,6.814189497414491,5.07413856776132,8.901560180342674,6.640187252508271,6.697500060180494
23,2.8348348711511155,11.286135658913551,7.54547952693112,8.463058226398173,11.204397561508483,11.21081123487959
24,4.4733137358678015,6.3116945783687814,4.436054695772844,8.879337701969654,6.296361910584387,6.296317222516832
25,4.358889793075802,6.654742228202439,3.5302985559259863,9.503731839149012,6.608780338898715,6.645962159358616
26,3.3506548455734264,6.412556370591892,9.933986758053257,5.435852951303605,6.355823676134465,6.332667535285035
27,6.0391104748474085,5.870909285653815,7.255825263035984,8.867936853795316,5.892017181374738,5.921666528462623
28,2.17398134348998,9.627866549935629,7.438005050629498,8.904484868329487,9.62817645741597,9.63145852200493
29,4.649726997678832,11.156619722600585,9.971990584792708,8.843400271929452,11.048370664554842,11.074582216870407
30,4.913127811943047,6.630153009687839,4.4312801517695,8.253761565855358,6.512499523792071,6.578060620648192
31,4.1699145447983375,9.042458588334561,8.197390372342445,8.784117476606268,8.996629623610835,8.983535808571055
32,4.491663634808382,9.39821901888187,7.8235167383932485,8.828254181179211,9.385795377512615,9.382310888131357
33,4.579534467535776,12.122960299517434,9.0725773023702,10.231956724628963,12.011339306367068,12.050115616266764
34,3.8820006098020103,7.057091259997753,3.9981063644533705,8.756528368574884,7.048687112467708,7.0407983348419485
35,4.993709212350666,7.2939665305296995,9.723148617734285,8.55657206337028,7.280166055281372,7.335169783169501
36,1.6414665546681115,10.3470192948805,3.9985306432110104,10.044025007460615,10.376055109498516,10.375201023962484
37,4.2615278952608655,9.710735736737199,8.037484563024979,9.765175269844866,9.734631874085299,9.750065954413039
38,4.467392585123213,9.861122906085397,9.938966824167471,8.993073408754912,9.859566341795768,9.87531673893709
39,4.410254071183103,10.395821489325352,4.427786213388447,9.96362832665845,10.403289770037103,10.40116149958648
40,4.2505559103056685,10.344972601172223,4.257050180912694,5.453365603769704,10.34023455605197,10.345158712511827
41,4.056951295634943,9.75356719533435,7.6254478518804705,6.8508178028364215,9.718137655096678,9.73329384671702
42,5.584588570528291,10.274725773388816,5.3844483733156965,9.97596920251668,10.100240911091591,10.150948709129958
43,4.234538728324873,9.749700403591822,10.30297831234413,11.549922368522529,9.799043412917724,9.758845532946056
44,5.7235154228102605,10.064014669280795,11.012500248690769,6.0551177757797205,9.852589291852457,9.925252853090585
45,4.260070077271206,9.583666360678425,8.167889372728874,8.255320168779006,9.589264843161972,9.618699330121858
46,2.361788046947578,10.155889499725987,4.579361609031329,10.080210499790947,9.98541553989945,10.046090530727257
47,5.693181661674388,10.448609544916376,5.959029166571375,10.900873088182763,10.469654278118172,10.464182941718967
48,1.5222390063589497,9.771102070169436,7.7555735161861525,8.356804890254626,9.776955844109919,9.733725299866032
49,4.188119199921091,10.257998780997513,4.353944603159465,5.787364520728443,10.216848177958619,10.216457778110621
50,5.707840437384779,12.611775432080352,8.439246934472855,10.232640374646827,12.503374136625949,12.518652531667716
51,4.2354121287170186,9.995470946159962,7.87109887765585,11.580305181898472,9.988758137556827,10.002223206531495
52,4.220648757626739,10.071246172469438,4.037339341964566,11.52924270093035,10.047562841814914,10.053719510717068
53,5.733302994120746,10.539574843021487,10.262045939294474,10.546650576695907,10.54979183220952,10.523637091107423
54,5.402021633245789,9.76380259247862,8.474948585078971,10.49942642127573,9.782863487664876,9.79313902529335
55,4.545926661301391,10.52621842324535,9.968412535080272,10.425650446491359,10.359301630519125,10.410914234536934
56,4.465797341119614,10.012708007202619,7.645232383493764,5.94545681256226,10.025488202771834,10.032017929696867
57,4.191270460978221,10.22649973869785,7.992617126964939,9.95476233192122,10.214676888551448,10.237866109037618
58,6.240723264939399,10.083488052158732,8.3585158912155,8.734438455842957,10.091994854982513,10.102598713675192
59,4.979745430272064,9.766648109547283,9.813482390789458,10.453842484113965,9.800512916028966,9.806981176215768
60,2.472673072166997,9.960987680384916,11.18906277587634,9.543682784055724,9.96580399379668,9.986196631771406
61,2.3340358639763576,10.301226402689737,7.814238656784286,9.023464011662973,10.279659178380758,10.294585682479358
62,4.261953364964697,7.179324568216853,5.295905787819226,8.406009328510525,7.2034775779618965,7.219970681563596
63,2.4126341279735573,9.971952793528182,8.146030425443616,10.558098473237033,9.973048706539227,9.992252106369458
64,2.11308598811084,9.973954870922205,3.945444274945969,8.727685068634598,9.986582421866947,10.000383142081589
65,4.347347080591811,13.047130122619908,5.221847538145247,12.287801523348465,12.937619759843423,12.959519020149603
66,2.4047291743542374,10.938658542912906,7.943509779970411,8.905260771428308,10.961138039065322,10.926056292312516
67,5.446201871355507,10.143625742431968,9.80957279511393,5.703176840665805,10.150770527432,10.162291661349984
68,5.221945148941106,10.182144683422711,8.22306904448486,5.9945003848598795,10.17664950362376,10.186472535428106
69,6.235585502837546,12.614350380588734,6.5427643811904135,10.728087129450438,12.511015863914581,12.520183757983016
70,4.267635821891629,11.179888039023616,9.937267924088943,5.7086101646384275,11.106109940920218,11.117243288575603
71,2.7346451662522044,12.255962581331836,9.796468957914911,8.688499982787572,12.142133566874072,12.153412782086134
72,5.449075730868732,9.676123932625817,7.33743381885558,8.339309386008473,9.697466933285599,9.703627949001152
73,4.433688199768071,12.120634624842433,4.387823724649593,8.802027117748901,12.067887590511088,12.061271560256252
74,5.267741623787513,12.378858896740583,8.37960285006255,9.77435396768931,12.314112788543317,12.31137569346534
75,4.1153019416325884,13.177220926490445,7.663469037843722,9.143095350765481,13.072741428259304,13.088664423063092
76,5.722408750981538,11.797390118721312,7.833824387326746,5.753969032296472,11.701675781440676,11.697848043421645
77,4.302322600655218,9.94620906542916,8.86911247444658,8.490673368294209,9.948591646677748,9.958240105392434
78,2.6088790636173003,11.07098110995721,9.3269202087496,10.222115346657938,10.939982234868904,10.989907885057475
79,5.837816083679018,10.124238295099987,3.7657850923978393,10.650720692875804,10.112680289627821,10.140033754379408
80,4.102522029457816,10.209652452047736,8.210645050720002,9.979529331588322,10.20858562923908,10.225564100794372
81,2.552252653665288,10.041688233677224,8.20029305854357,10.798517162777934,10.051417414108235,10.064407815417159
82,5.343455623200581,9.936921096639049,8.714055330494281,5.811044283093461,9.930376525537596,9.965338640318167
83,5.939295948629464,9.819553542881495,9.908972505542632,5.922435617592205,9.823910631326983,9.860818540560933
84,4.495397375206101,,8.192511395738121,9.44195782323952,,
85,2.646325776883076,,8.285892577885372,11.383680039653314,,
86,5.513927954919965,,5.282054599997664,13.038747704339645,,
87,5.981512269319869,,8.123387844274285,5.787986113134936,,
88,4.499677180676783,,8.197531694111166,10.225277587051142,,
89,5.11336044807194,,8.163433616175158,10.670188796153353,,
90,4.978146917562448,,7.964526882840005,6.0824783583888165,,
91,2.5288271621834895,,8.40019389678647,9.289000404221028,,
92,4.145454586963868,,8.141026938131514,8.477934498974339,,
93,5.42354425259325,,8.448469777287098,9.97963060328239,,
94,4.3507154642080375,,7.630510034575158,10.570734031266866,,
95,4.398111593983448,,9.813658810550306,10.666435030469984,,
96,4.449950776257959,,9.771510072988582,8.01650902073119,,
97,4.302740694710022,,8.231467631749045,10.723656859536284,,
98,4.269236427199201,,8.378012668273765,11.000631932357367,,
99,5.74334861105104,,7.249672102394452,9.99289779860578,,
100,5.901788998183984,,9.81030190912644,9.366279924851892,,
101,2.5535524306201074,,8.16304627750539,10.53053737797881,,
102,4.203998521233144,,7.902230728600058,10.3612910803745,,
103,4.144181504955011,,8.360999281182831,9.603964348534884,,
104,4.464473348326958,,8.170938492361167,8.834360994679994,,
105,3.936311585556551,,7.680074486334375,13.80402957240621,,
106,4.461806010324305,,7.5033517641753065,6.859417970813113,,
107,5.2111180656761915,,8.04324101699808,10.649256045521192,,
108,5.359678249754733,,8.605953722043392,11.105214838247504,,
109,4.983567038529642,,8.380923180686034,8.790415475347436,,
110,4.547477859919091,,7.5984995602573315,13.324889647381132,,
111,5.248456208338947,,10.028600179589414,10.53407787032058,,
112,4.648484628315814,,9.071157644710336,9.896704649922915,,
113,4.508386661752421,,9.554353308861836,10.675605268408043,,
114,5.318927419567057,,4.495807524582213,9.34146990053801,,
115,4.433341582220366,,8.289238397521341,11.539949722866025,,
116,4.27256621158188,,8.090926086672404,5.940364589157148,,
117,6.376229328821936,,8.43334352728009,9.631358366957944,,
118,4.2081438930064525,,8.702289424627544,9.293040788456535,,
119,5.328379626829692,,11.234994600956952,8.750116731582313,,
120,5.235784609170704,,7.729145859729568,11.05004688160844,,
121,4.7944253324817865,,6.497067164174205,11.784235307331244,,
122,4.02780975973941,,8.137043352890311,9.982668516572234,,
123,4.202726441209283,,8.341195236008245,8.892006141022458,,
124,5.370975346732879,,7.950868144032329,9.028269858545325,,
125,5.038053459217342,,8.165211129006588,8.750262493292857,,
126,2.510449165383268,,8.608854563883478,9.787395141024202,,
127,2.944108907061995,,9.51774584157635,10.181145992959749,,
128,5.699909506408856,,8.491052264328763,12.128396104444581,,
129,4.581140222523105,,7.771055606970225,10.146785073050502,,
130,4.435848434988028,,11.419164249177634,7.830142829910482,,
131,2.7579498625005603,,8.118726218357631,7.9684572856917395,,
132,2.314017693122397,,6.744185680916946,9.813967475287466,,
133,4.419192262997731,,10.42737411689078,10.347532418863612,,
134,4.502104924197149,,7.658398406047951,10.036093944991135,,
135,4.3692718265052735,,8.227444320450587,6.294223695468364,,
136,4.257971176834375,,7.978874473514275,9.794277155542687,,
137,5.606265982329813,,8.413072428775642,10.845126762779746,,
138,4.541418877979442,,9.759194116224945,8.692729532837676,,
139,4.386558498216901,,8.578029949036566,8.79535745626552,,
140,3.704672799446237,,8.261803469931465,9.35766311624415,,
141,4.506049361277576,,7.764239974495817,8.923781819883134,,
142,4.743856892085217,,8.259572948044573,7.744714408014403,,
143,5.153126374081211,,5.519318107646979,9.770021635946343,,
144,5.1141026792803235,,8.420042543639408,10.597360317865213,,
145,3.8336755915436957,,7.160259479575226,10.085813657174082,,
146,4.177218328612844,,8.45528220732156,9.576977401026557,,
147,2.7525859531725136,,4.797851182846322,9.422545562611166,,
148,5.215929830731866,,8.28754382072111,10.768854694381238,,
149,4.550984145969225,,8.998930395529213,10.049974125042828,,
150,4.969559380472473,,8.29684712079725,10.811194710475338,,
151,4.734016071170491,,7.467445385532881,9.373141599567242,,
152,5.453199776183737,,8.454254428827989,10.732955043448383,,
153,4.192075428697619,,8.100182761182431,9.83242471258496,,
154,4.15206956785912,,8.399415291114451,10.662140406084895,,
155,2.6030565776105057,,9.689696969570262,10.460720724426304,,
156,2.455256352288892,,8.254514148346471,12.119636279071637,,
157,2.5003121629333602,,7.977550205733447,10.29107248629183,,
158,4.019249896109902,,8.41315869313711,11.426575191667794,,
159,3.659104781886771,,8.087520570907415,10.698731850796793,,
160,6.084585532731468,,8.51352456269376,10.60407505726217,,
161,4.54133672844352,,8.389697656081694,9.13348359263805,,
162,4.358410086913956,,5.8007426392527215,9.887841116204086,,
163,4.209662089914561,,8.39272362819549,10.212328538075427,,
164,4.361599682871926,,8.404841939156796,9.444486973934103,,
165,5.77402785653066,,7.783387953493123,11.667529413011643,,
166,4.854130559574898,,8.468544829857182,11.047749287605521,,
167,5.158228174411843,,8.19660808052525,11.030821307962947,,
168,4.186847595318996,,4.589162073388611,10.182456056487814,,
169,5.401792309472566,,7.7723226316199225,10.414605074433492,,
170,3.5905921394572986,,7.972671342867814,10.177546047417627,,
171,5.925990697982387,,8.266082386309726,9.550376999166021,,
172,4.97790886916934,,8.38065165535596,8.953904718373272,,
173,5.013693671136241,,7.714910419676472,10.53824047009648,,
174,5.098184837070713,,8.134812980514146,11.219580352147934,,
175,4.219233720779704,,9.196178708562684,11.159167016189082,,
176,4.540702898877532,,8.367763211541506,11.625181614234641,,
177,5.660523298261024,,7.340498844529113,11.327204940320495,,
178,2.8223465765312765,,8.034538873060153,11.218084112920812,,
179,5.841581183805928,,8.323591774419357,11.022944514726797,,
180,5.671083990067591,,8.00894137996108,11.025028394081188,,
181,5.695108481379158,,8.044586380674948,11.211617602219357,,
182,6.087138518586668,,8.295961171501753,9.13111811980484,,
183,2.181160917401817,,9.309565183868276,9.341900733014052,,
184,5.391685454128674,,8.112016892490741,10.53245882018858,,
185,4.288928244956314,,10.114228865802698,5.258987975629111,,
186,4.235176467222147,,8.555748078438612,11.182967354377402,,
187,2.2386105214459175,,8.102123706117714,11.33400488320903,,
188,4.1081063993500155,,8.022319051438648,10.824759020383771,,
189,5.314844146014581,,8.682448048504682,9.661305641567196,,
190,2.970030370565487,,9.15210769641599,9.352629730715588,,
191,5.326437295662608,,7.547471354247336,,,
